序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202112),净利润(202112),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
314,000799,酒鬼酒,酒鬼酒股份有限公司,湖南,湘西土家族苗族自治州,--,--,1703,1997-07-18,--,,白酒,酒类,生产和销售白酒系列产品。
315,000800,一汽解放,一汽解放集团股份有限公司,吉林,长春市,987.51亿,39.00亿,20684,1997-06-18,--,,乘用车,商用车、乘用车、备品,商用车整车的研发、生产和销售
316,000801,四川九洲,四川九洲电器股份有限公司,四川,绵阳市,--,--,2951,1998-05-06,--,,视听器材,智能终端产品、空管产品、微波射频业务,智能终端、空管产品、微波射频的技术研发、产品制造、销售等业务。
317,000802,ST北文,北京京西文化旅游股份有限公司,北京,北京市,--,--,80,1998-01-08,--,,影视,影视及经纪、旅游、酒店服务,影视文化业务，包含电影、电视剧网剧、艺人经纪、新媒体等业务板块。
318,000803,北清环能,北清环能集团股份有限公司,四川,南充市,8.27亿,8356.52万,704,1998-03-03,--,,纺织,城乡有机废弃物的无害化处理、资源化利用与城市清洁供热,城乡有机废弃物的无害化处理及资源化利用与城市清洁供热业务。
319,000806,ST银河,北海银河生物产业投资股份有限公司,广西,北海市,--,--,2009,1998-04-16,--,,其他输变电设备,输配电及控制设备制造、电子元器件、软件开发系统集成、医药生物,电子信息产业、输配电产业、生物医药产业。
320,000807,云铝股份,云南铝业股份有限公司,云南,昆明市,416.69亿,42.12亿,11662,1998-04-08,--,,铝,电解铝、铝加工产品,铝土矿开采、氧化铝生产、铝冶炼、铝加工及铝用阳极炭素生产和销售。
321,000809,铁岭新城,铁岭新城投资控股(集团)股份有限公司,辽宁,铁岭市,--,--,157,1998-06-16,--,,房地产开发,土地一级开发、供水、污水、广告、租赁、商品销售、湿地治理、房屋租赁、供水配件销售、供水相关服务、通信管网,土地一级开发、新城区供水、污水处理、户外广告传媒、出租车运营及物资批发和零售等。
322,000810,创维数字,创维数字股份有限公司,四川,遂宁市,108.47亿,4.15亿,7634,1998-06-02,--,,机顶盒,智能终端、宽带设备、专业显示、服务运营,数字电视智能终端及软件系统与平台的研究、开发、生产、销售、运营与服务。
323,000811,冰轮环境,冰轮环境技术股份有限公司,山东,烟台市,53.83亿,3.14亿,1446,1998-05-28,--,,制冷空调设备,工商业制冷设备、制冷空调,从事低温冷冻设备、中央空调设备、节能制热设备及应用系统集成、工程成套服务、智慧服务。
324,000812,陕西金叶,陕西金叶科教集团股份有限公司,陕西,西安市,--,--,1739,1998-06-23,--,,包装印刷,烟标、烟用丝束、咀棒、社会产品、教学、互联网接入、贸易、商品房、物业管理,烟草配套产业、教育产业、房地产业、医养产业。
325,000813,德展健康,德展大健康股份有限公司,新疆,乌鲁木齐市,--,--,1132,1998-05-19,--,,生物医药,药品销售、研发销售、材料销售,药品的研发、生产和销售。
326,000815,美利云,中冶美利云产业投资股份有限公司,宁夏,中卫市,--,--,1153,1998-06-09,--,,造纸,造纸、云板块、光伏发电,文化用纸及彩色纸的生产与销售。
327,000816,智慧农业,江苏农华智慧农业科技股份有限公司,江苏,盐城市,22.82亿,6436.93万,1478,1997-08-18,--,,内燃机,内燃机及终端产品、零部件、金属矿产品、贸易产品、农业信息化,机械制造、矿业采选、国际国内贸易和现代农业生产服务。
328,000818,航锦科技,航锦科技股份有限公司,辽宁,葫芦岛市,--,--,4327,1997-10-17,--,,聚氨酯,化工、电子,半导体电子和基础化工原料。
329,000819,岳阳兴长,岳阳兴长石化股份有限公司,湖南,岳阳市,19.52亿,7261.51万,639,1997-06-25,--,,石油加工,聚合级丙烯、液化石油气、MTBE、聚丙烯树脂粉料、烷基化油,石油化工产品的开发、生产、销售。
330,000820,*ST节能,神雾节能股份有限公司,江西,南昌市,--,--,42,1998-06-30,--,,节能环保,工程咨询设计、设备销售,节能环保行业清洁冶炼业务。
331,000821,京山轻机,湖北京山轻工机械股份有限公司,湖北,荆门市,--,--,3472,1998-06-26,--,,印刷包装设备,光伏智能成套装备、包装智能成套装备,高端智能成套装备的研发、设计、制造、销售与服务。
332,000822,山东海化,山东海化股份有限公司,山东,潍坊市,58.51亿,6.05亿,4631,1998-07-03,--,,纯碱,化工产品,纯碱、溴素、氯化钙等产品的生产和销售。
333,000823,超声电子,广东汕头超声电子股份有限公司,广东,汕头市,--,--,7056,1997-10-08,--,,电子元件,印制线路板、液晶显示器、液晶触摸屏、超薄及特种覆铜板、超声电子仪器、覆铜板,印制线路板、液晶显示器、超薄及特种覆铜板、超声电子仪器的研制、生产和销售。
334,000825,太钢不锈,山西太钢不锈钢股份有限公司,山西,太原市,--,--,18786,1998-10-21,--,,普钢,不锈钢、冷轧硅钢、碳钢热轧卷板、火车轮轴钢、合金模具钢、军工钢,不锈钢及其它钢材、钢坯、钢锭、黑色金属、铁合金、金属制品的生产、销售；钢铁生产所需原辅材料的国内贸易和进出口等业务。
335,000826,启迪环境,启迪环境科技发展股份有限公司,湖北,宜昌市,--,--,80946,1998-02-25,--,,污水处理,污水处理业务、自来水业务、固体废物处理业务、再生资源处理业务、环保设备安装及技术咨询业务、市政施工、环卫服务业务,固废收集处置全产业链及水务生态综合治理领域，致力于为客户提供专业化环境治理整体解决方案。
336,000828,东莞控股,东莞发展控股股份有限公司,广东,东莞市,--,--,874,1997-06-17,--,,高速公路,交通运输辅助业务、融资租赁业务、商业保理业务、新能源汽车充电业务,交通基础设施产业、投资管理业务。
337,000829,天音控股,天音通信控股股份有限公司,江西,赣州市,--,--,3249,1997-12-02,--,,专业连锁,通信产品销售、零售电商、通信产品维修、彩票业务,智能终端分销业务、彩票业务、零售电商业务、移动转售和移动互联网业务。
338,000830,鲁西化工,鲁西化工集团股份有限公司,山东,聊城市,--,--,12511,1998-08-07,--,,氮肥,化工新材料、基础化工、化肥产品、其他业务,化肥、化工产品生产与销售，承揽工业设备制作安装。
339,000831,五矿稀土,五矿稀土股份有限公司,山西,运城市,--,--,365,1998-09-11,--,,稀土,稀土氧化物、试剂、技术服务,从事稀土氧化物生产、稀土技术研发及咨询服务等。
340,000833,粤桂股份,广西粤桂广业控股股份有限公司,广西,贵港市,30.59亿,2.84亿,3127,1998-11-11,--,,制糖,机制糖、加工贸易糖、造纸、采矿业、化工、房产销售,机制糖（白砂糖、赤砂糖）的生产和销售，纸浆和机制纸（文化纸、生活用纸原纸）的生产和销售，硫铁矿的开采、加工、销售，硫酸、试剂酸（精制硫酸）、铁矿粉（硫铁矿烧渣）和磷肥（普通过磷酸钙）的生产和销售。同时，开展食糖贸易业务。
341,000835,*ST长动,长城国际动漫游戏股份有限公司,四川,成都市,237.12万,-4.54亿,26,1999-06-25,--,,游戏,动漫产品、动漫衍生品、游戏产品、旅游服务,动漫设计、制作及发行、游戏开发及运营、创意旅游和衍生品销售。
342,000836,富通信息,天津富通信息科技股份有限公司,天津,天津市,--,--,847,1997-09-29,--,,通信传输设备,光通信网络产品、石英管材制品,从事以光纤光缆制造为核心的光通信业务和以石英管材产品为辅助的石英制品业务。
343,000837,秦川机床,秦川机床工具集团股份公司,陕西,宝鸡市,50.52亿,3.29亿,9898,1998-09-28,--,,机床设备,机床及零部件、融资租赁及商业保理、进出口贸易,研发、生产和销售齿轮磨床、螺纹磨床、外圆磨床（曲轴磨、球面磨、车轴磨）、滚齿机、车齿机、通用数控车床及加工中心、龙门式车铣镗复合加工中心、精密高效拉床、塑料机械（中空机）等高端数控装备；数控复杂刀具、高档数控系统、滚动功能部件、汽车零部件、特种齿轮箱、机器人关节减速器、螺杆转子副、精密齿轮、精密仪器仪表、精密铸件等零部件产品；提供智能制造及自动化生产线、智能机床等智能制造及核心数控技术、装备等系统集成业务。
344,000838,财信发展,财信地产发展集团股份有限公司,重庆,重庆市,--,--,579,1997-06-26,--,,房地产开发,房地产、环保板块,房地产开发和环保。
345,000839,中信国安,中信国安信息产业股份有限公司,北京,北京市,--,--,22670,1997-10-31,--,,电池,有线电视业务、增值电信业务、网络系统集成及应用软件开发业务、房地产业务,信息网络基础设施业务中的有线电视网、卫星通信网的投资建设，以及基于有线电视投资所积累用户资源而开展的增值服务等创新业务。
346,000848,承德露露,河北承德露露股份有限公司,河北,承德市,--,--,1070,1997-11-13,--,,植物蛋白饮料,植物蛋白饮料,饮料（蛋白饮料类）的开发、生产；马口铁包装罐生产与销售。
347,000850,华茂股份,安徽华茂纺织股份有限公司,安徽,安庆市,--,--,4762,1998-10-07,--,,棉纺,纺织,各类混纺纱线、织物、面料、产业用布及服装的生产与销售；投资管理。
348,000851,高鸿股份,大唐高鸿数据网络技术股份有限公司,贵州,安顺市,--,--,1173,1998-06-09,--,,信息服务,通信设备产品、计算机涉密及系统集成、信息服务业务、IT销售业务,企业信息化业务、信息服务业务、IT销售业务。
349,000852,石化机械,中石化石油机械股份有限公司,湖北,武汉市,--,--,5212,1998-11-26,--,,矿山冶金机械,石油机械设备、钻头及钻具、油气钢管,油气开采机械设备、钻头钻具、井下工具、压缩机以及油气钢管产品的设计、研发、制造、销售、租赁和一体化服务。
350,000856,冀东装备,唐山冀东装备工程股份有限公司,河北,唐山市,34.50亿,1733.72万,1760,1998-08-13,--,,其他专用机械,机械设备及备件、土建安装、维修工程、电气设备及备件、其他业务,水泥装备制造及维修业务。
351,000858,五粮液,宜宾五粮液股份有限公司,四川,宜宾市,--,--,25882,1998-04-27,--,,白酒,制造,白酒生产和销售。
352,000859,国风新材,安徽国风新材料股份有限公司,安徽,合肥市,19.10亿,2.78亿,1283,1998-11-19,--,,塑料制品,塑料薄膜、工程塑料、新型木塑建材,主要生产经营聚酰亚胺薄膜、包装膜材料、预涂膜材料、电容器用薄膜、高分子功能膜材料和电子信息用膜材料，以及木塑新材料、新能源汽车配套材料等。
353,000860,顺鑫农业,北京顺鑫农业股份有限公司,北京,北京市,--,--,4842,1998-11-04,--,,白酒,白酒、猪肉,白酒酿造与销售;种猪繁育、生猪养殖、屠宰及肉制品加工;房地产开发。
354,000861,海印股份,广东海印集团股份有限公司,广东,广州市,--,--,1126,1998-10-28,--,,物业租赁、物业管理,商业板块、百货业、酒店业、房产、金融板块,商业运营、文化娱乐及互联网金融
355,000862,银星能源,宁夏银星能源股份有限公司,宁夏,银川市,13.59亿,1.01亿,559,1998-09-15,--,,新能源发电,新能源发电、风机设备制造、提供劳务,新能源发电、新能源装备工程业务
356,000863,三湘印象,三湘印象股份有限公司,上海,上海市,30.06亿,2753.65万,454,1997-09-25,--,,房地产开发,文化演艺、房地产销售、房屋租赁,房地产开发与经营，文化旅游演艺类业务。
357,000868,安凯客车,安徽安凯汽车股份有限公司,安徽,合肥市,17.81亿,-2.83亿,2241,1997-07-25,--,,乘用车,整车,生产全系列客车和汽车零部件。
358,000869,张裕A,烟台张裕葡萄酿酒股份有限公司,山东,烟台市,--,--,2560,2000-10-26,--,,葡萄酒,葡萄酒、白兰地,生产经营葡萄酒和白兰地。
359,000875,吉电股份,吉林电力股份有限公司,吉林,长春市,131.78亿,7.85亿,4567,2002-09-26,--,,火电,电力、热力,从事火电、风电、太阳能发电、供热、工业供气的生产和销售。
360,000876,新希望,新希望六和股份有限公司,四川,成都市,--,--,95993,1998-03-11,--,,饲料,饲料、生猪、禽、食品、商贸,饲料、白羽肉禽、猪养殖、食品。
361,000877,天山股份,新疆天山水泥股份有限公司,新疆,乌鲁木齐市,1699.79亿,149.22亿,70829,1999-01-07,--,,水泥,水泥熟料、商品混凝土、骨料,水泥、熟料、商品混凝土的生产及销售。
